,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,TotalGHGEmissions,SiteEnergyUse(kBtu)
5801,Multifamily LR (1-4),Low-Rise Multifamily,Bellevue Place Apts,3,east,1963,1.0,4.0,0,23150,"Multifamily Housing, Parking",Multifamily Housing,18100.0,86.0,47.61769,-122.32701000000002,7.71,588492.5
5802,Multifamily LR (1-4),Low-Rise Multifamily,Violett Apartments on Melrose,3,east,1960,1.0,4.0,0,37151,"Multifamily Housing, Parking",Multifamily Housing,37151.0,94.0,47.61598,-122.32758000000001,25.44,1013823.0
5803,Multifamily MR (5-9),Mid-Rise Multifamily,Three20,3,east,2013,1.0,6.0,0,130284,"Multifamily Housing, Parking",Multifamily Housing,90314.0,33.0,47.615390000000005,-122.32708000000001,229.55,7042343.0
5804,Multifamily MR (5-9),Mid-Rise Multifamily,Bellevue Terrace,3,east,2012,1.0,6.0,0,24962,"Multifamily Housing, Parking",Multifamily Housing,17849.0,,47.61593,-122.32715,4.44,636744.375
5805,Multifamily MR (5-9),Mid-Rise Multifamily,Capitol Steps Apartments,3,east,1997,1.0,7.0,0,73830,"Multifamily Housing, Parking",Multifamily Housing,58905.0,76.0,47.61609,-122.32713999999999,19.04,1869730.5
5806,Multifamily MR (5-9),Mid-Rise Multifamily,Bellevue Olive Apartments,3,east,1994,1.0,6.0,0,77577,"Multifamily Housing, Office, Parking",Multifamily Housing,43656.0,89.0,47.616659999999996,-122.32708000000001,49.7,2080866.75
5807,NonResidential,Senior Care Community,FAERLAND TERRACE,7,east,1969,1.0,6.0,26082,69035,"Parking, Senior Care Community",Senior Care Community,69035.0,1.0,47.61318,-122.32746999999999,183.79,7202141.5
5808,Multifamily MR (5-9),Mid-Rise Multifamily,The New McDermott Apartments,3,east,1926,1.0,7.0,0,54572,Multifamily Housing,Multifamily Housing,54572.0,99.0,47.6146,-122.32661,120.1,2664475.5
5809,NonResidential,Worship Facility,(ID25743) FIRST COVENANT CHURCH,3,east,1910,1.0,2.0,0,24600,Worship Facility,Worship Facility,24600.0,69.0,47.614259999999994,-122.32661,5.66,331059.5
5810,Multifamily LR (1-4),Low-Rise Multifamily,1629 Condominium,7,magnolia / queen anne,1990,1.0,4.0,0,20378,Multifamily Housing,Multifamily Housing,20378.0,,47.63447,-122.35723999999999,10.29,645028.0
5811,NonResidential,Worship Facility,Trinity Parish of Seattle,3,east,1900,1.0,1.0,0,48850,"Office, Other, Worship Facility",Worship Facility,28725.0,,47.605140000000006,-122.32613,65.05,1063480.5
5812,Multifamily MR (5-9),Mid-Rise Multifamily,Hawthorne Apartments,3,east,2001,1.0,8.0,41376,63076,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,50473.0,86.0,47.61592,-122.32643999999999,48.62,2531070.25
5813,Multifamily LR (1-4),Low-Rise Multifamily,Stone Court Apartments,5,northwest,1989,1.0,4.0,0,21880,"Multifamily Housing, Parking",Multifamily Housing,18480.0,71.0,47.696870000000004,-122.34221000000001,4.43,635698.6875
5815,Multifamily LR (1-4),Low-Rise Multifamily,Hill Crest Apartments,1,delridge,1989,1.0,4.0,0,84415,"Multifamily Housing, Parking",Multifamily Housing,63198.0,91.0,47.53456,-122.37631999999999,11.77,1688612.5
5816,Multifamily LR (1-4),Low-Rise Multifamily,West Olympic Condominiums,1,southwest,1978,1.0,4.0,0,22000,"Multifamily Housing, Parking",Multifamily Housing,22000.0,100.0,47.5519,-122.38753,1.08,154798.0938
5817,Multifamily LR (1-4),Low-Rise Multifamily,West Point Place Condominium,1,southwest,1988,1.0,4.0,0,21581,"Multifamily Housing, Parking",Multifamily Housing,21581.0,,47.560790000000004,-122.3766,2.67,383524.0
5818,Multifamily LR (1-4),Low-Rise Multifamily,West Queen Anne on 5th,7,magnolia / queen anne,1920,1.0,4.0,0,57212,Multifamily Housing,Multifamily Housing,47346.0,23.0,47.631820000000005,-122.36384,11.26,1614673.625
5819,Multifamily LR (1-4),Low-Rise Multifamily,Westridge Park (ID25761),1,delridge,1990,1.0,2.0,0,131307,Multifamily Housing,Multifamily Housing,131307.0,50.0,47.53144,-122.36076000000001,58.82,6206083.5
5821,Multifamily LR (1-4),Low-Rise Multifamily,The Park Hamilton,1,southwest,1966,1.0,4.0,3690,36067,Multifamily Housing,Multifamily Housing,36067.0,73.0,47.590270000000004,-122.3866,6.54,938833.625
5822,NonResidential,Hospital,Park West Skilled Nursing,1,southwest,1961,0.0,3.0,0,54863,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),109726.0,100.0,47.58767,-122.38672,14.21,2037720.625
5823,Multifamily LR (1-4),Low-Rise Multifamily,Lorington Cooperative,3,east,1910,1.0,3.0,0,27328,Multifamily Housing,Multifamily Housing,27328.0,73.0,47.61861,-122.31783,64.46,1416488.75
5824,Multifamily LR (1-4),Low-Rise Multifamily,Holiday,3,east,1958,1.0,3.0,0,23200,Multifamily Housing,Multifamily Housing,23200.0,66.0,47.61977,-122.31918,5.57,669117.0
5825,Multifamily LR (1-4),Low-Rise Multifamily,Lincoln Court,3,east,1907,1.0,3.0,0,20457,"Multifamily Housing, Parking",Multifamily Housing,21700.0,54.0,47.61895,-122.31851999999999,70.29,1534068.25
5826,Multifamily MR (5-9),Mid-Rise Multifamily,Capitol Building,3,east,1924,1.0,5.0,0,38160,"Multifamily Housing, Retail Store",Multifamily Housing,34750.0,,47.62016688,-122.32069479999998,99.42,2453333.0
5827,Multifamily MR (5-9),Mid-Rise Multifamily,705 Lofts,2,downtown,2006,1.0,6.0,0,46951,"Multifamily Housing, Office, Parking",Multifamily Housing,35425.0,,47.597390000000004,-122.32354,7.24,1038045.313
5828,Multifamily LR (1-4),Low-Rise Multifamily,new american,2,downtown,1916,1.0,4.0,0,30210,"Multifamily Housing, Office, Restaurant",Multifamily Housing,15810.0,,47.59852,-122.32321,37.17,1104074.625
5829,NonResidential,Warehouse,J D OTT COMPANY (115 S Lucile St),2,greater duwamish,1964,1.0,1.0,0,25000,"Food Sales, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,13393.0,,47.55317,-122.33288999999999,65.89,1989103.875
5830,NonResidential,Warehouse,115 Dawson,2,greater duwamish,1960,1.0,1.0,0,25000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24000.0,,47.555440000000004,-122.33294,8.61,287132.5
5831,NonResidential,Other,Washington machine Works,2,greater duwamish,1927,1.0,1.0,0,22622,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,23000.0,,47.55523,-122.33448,26.56,774075.6875
5832,NonResidential,Small- and Mid-Sized Office,Pine Building,3,east,1917,1.0,3.0,0,27544,"Office, Parking",Office,22365.0,94.0,47.615429999999996,-122.32656999999999,17.41,1031667.5
5833,Multifamily LR (1-4),Low-Rise Multifamily,Oleta,3,east,1910,1.0,3.0,0,21264,Multifamily Housing,Multifamily Housing,21693.0,75.0,47.61834,-122.32641000000001,56.96,1334125.125
5834,Multifamily MR (5-9),Mid-Rise Multifamily,Belgrove Court,3,east,1992,1.0,6.0,0,63102,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,30056.0,93.0,47.618109999999994,-122.32643,10.37,1487769.5
5835,Multifamily MR (5-9),Mid-Rise Multifamily,Burlingame,3,east,1925,1.0,6.0,0,26694,"Multifamily Housing, Retail Store",Multifamily Housing,25671.0,,47.6179,-122.32647,96.28,2195160.0
5836,Multifamily MR (5-9),Mid-Rise Multifamily,1200 Alki LLC,1,southwest,2000,1.0,5.0,0,26442,Multifamily Housing,Multifamily Housing,26442.0,96.0,47.59445,-122.38819,23.68,767323.3125
5837,Multifamily HR (10+),High-Rise Multifamily,1223 Spring Street Condominiums,3,east,1929,1.0,12.0,0,66924,Multifamily Housing,Multifamily Housing,66924.0,85.0,47.61061,-122.32366999999999,220.86,4916451.5
5838,Multifamily MR (5-9),Mid-Rise Multifamily,1226 Alki Ave SW Condo Assoc,1,southwest,2008,1.0,6.0,0,24396,"Multifamily Housing, Parking",Multifamily Housing,17426.0,,47.59393,-122.38886000000001,18.2,684234.875
5839,Multifamily MR (5-9),Mid-Rise Multifamily,Twenty Third & Main St,3,central,2000,1.0,6.0,0,49310,Multifamily Housing,Multifamily Housing,45472.0,61.0,47.60004,-122.30256000000001,47.26,1831722.875
5840,Multifamily MR (5-9),Mid-Rise Multifamily,1238 Alki Condominium,1,southwest,2002,1.0,6.0,0,25200,"Multifamily Housing, Parking",Multifamily Housing,26450.0,,47.593759999999996,-122.38936000000001,19.31,839011.3125
5841,Multifamily LR (1-4),Low-Rise Multifamily,2001 Westlake Terrace Condominium,7,magnolia / queen anne,1967,0.0,4.0,0,26294,Multifamily Housing,Multifamily Housing,26294.0,89.0,47.637029999999996,-122.34071999999999,4.02,577347.625
5842,Multifamily LR (1-4),Low-Rise Multifamily,22 W Lee,7,magnolia / queen anne,2005,1.0,4.0,0,36192,Multifamily Housing,Multifamily Housing,36192.0,81.0,47.631479999999996,-122.35766000000001,15.34,987288.8125
5843,Multifamily MR (5-9),Mid-Rise Multifamily,2700 Fourth Avenue Condominium,7,downtown,1911,1.0,6.0,0,31008,"Multifamily Housing, Office",Multifamily Housing,24249.0,10.0,47.61803,-122.34801999999999,45.33,2249130.0
5844,Multifamily MR (5-9),Mid-Rise Multifamily,Westbury Terrace,5,north,1979,1.0,5.0,0,53088,"Multifamily Housing, Parking",Multifamily Housing,53088.0,76.0,47.70009,-122.32283000000001,9.73,1395581.625
5845,Multifamily LR (1-4),Low-Rise Multifamily,Westerly Condominium,1,southwest,1989,1.0,4.0,0,20407,Multifamily Housing,Multifamily Housing,17000.0,73.0,47.56178,-122.3891,3.54,507625.5
5846,NonResidential,Small- and Mid-Sized Office,H2125 - Western Triangle,7,downtown,1989,1.0,7.0,0,47415,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Office,25884.0,,47.61161,-122.34591999999999,10.31,1478979.25
5847,Multifamily MR (5-9),Mid-Rise Multifamily,Avalon West,1,southwest,1991,1.0,5.0,0,21294,Multifamily Housing,Multifamily Housing,21294.0,80.0,47.5643,-122.37473999999999,4.19,600368.0
5848,Multifamily MR (5-9),Mid-Rise Multifamily,Westside II,1,southwest,1991,1.0,5.0,9502,21294,Multifamily Housing,Multifamily Housing,21294.0,68.0,47.5643,-122.37409,4.67,669787.8125
5849,Multifamily LR (1-4),Low-Rise Multifamily,Terrace Villa,1,southwest,1989,1.0,4.0,13189,30252,"Multifamily Housing, Parking",Multifamily Housing,43441.0,96.0,47.56439,-122.37348,5.4,775007.6875
5850,Multifamily MR (5-9),Mid-Rise Multifamily,Avalon Park Vista Apartments,1,delridge,1999,1.0,5.0,24418,55665,"Multifamily Housing, Parking",Multifamily Housing,56755.0,96.0,47.563790000000004,-122.37356000000001,10.55,1513700.625
5851,Multifamily MR (5-9),Mid-Rise Multifamily,3295 SW AVALON WAY (ID25902),1,delridge,2009,0.0,6.0,0,47321,"Multifamily Housing, Parking",Multifamily Housing,47321.0,87.0,47.56385,-122.37583000000001,11.99,1719772.75
5852,NonResidential,Other,Swedish Cultural Center,7,magnolia / queen anne,1961,1.0,3.0,0,22960,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,22960.0,,47.63644,-122.34218,95.38,2266983.0
5853,Multifamily MR (5-9),Mid-Rise Multifamily,Martinique Apartments,7,magnolia / queen anne,1966,1.0,5.0,0,61107,"Multifamily Housing, Parking",Multifamily Housing,60162.0,93.0,47.63908,-122.34228,10.32,1479728.75
5854,NonResidential,Supermarket / Grocery Store,Safeway 1551 - E John St,3,east,1998,1.0,1.0,0,44739,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,44739.0,17.0,47.62048,-122.31386,393.07,14585813.0
5855,Multifamily LR (1-4),Low-Rise Multifamily,Primeau Place,3,east,1984,1.0,4.0,0,42720,Multifamily Housing,Multifamily Housing,42720.0,67.0,47.62155,-122.31443999999999,9.7,1391916.0
5856,Multifamily LR (1-4),Low-Rise Multifamily,The Dublin,3,east,1909,1.0,3.0,0,21892,Multifamily Housing,Multifamily Housing,21892.0,100.0,47.621190000000006,-122.31873,16.47,477284.0938
5857,Multifamily MR (5-9),Mid-Rise Multifamily,Nautica Condo,7,magnolia / queen anne,1992,1.0,8.0,0,80705,Multifamily Housing,Multifamily Housing,80705.0,95.0,47.63199,-122.3431,22.94,1686765.875
5858,NonResidential,Mixed Use Property,SPBS LLC,4,northeast,1948,1.0,1.0,0,22778,"Medical Office, Office, Other, Restaurant, Retail Store",Retail Store,21194.0,,47.66816,-122.27706,120.86,2470566.0
5859,NonResidential,Worship Facility,Philadelphia church,6,ballard,1956,1.0,2.0,0,21562,"Pre-school/Daycare, Worship Facility",Worship Facility,21052.0,20.0,47.68517,-122.38733,37.28,866806.0
5860,Multifamily MR (5-9),Mid-Rise Multifamily,Corona Apartments,3,east,1960,1.0,5.0,0,31570,"Multifamily Housing, Swimming Pool",Multifamily Housing,31570.0,84.0,47.62292,-122.32435,16.89,1066775.25
5861,NonResidential,Other,MLK Community Center,3,central,1959,1.0,1.0,0,25753,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,25753.0,,47.62322,-122.29006000000001,62.51,1378130.25
5862,NonResidential,Other,Seattle Tennis Club,3,east,1928,1.0,3.0,0,71280,Other - Recreation,Other - Recreation,71280.0,,47.62816,-122.28067,861.85,22767828.0
5863,SPS-District K-12,K-12 School,McGilvra Elementary,3,east,1925,1.0,3.0,0,38297,K-12 School,K-12 School,38297.0,85.0,47.63408,-122.28483,69.18,1845150.625
5864,NonResidential,Senior Care Community,Park Shore Senior Living,3,east,1963,1.0,16.0,0,153312,"Parking, Senior Care Community, Worship Facility",Senior Care Community,148590.0,51.0,47.63429,-122.27651999999999,792.6,20628680.0
5865,Multifamily LR (1-4),Low-Rise Multifamily,Madison Court,3,east,1988,1.0,3.0,0,36702,"Multifamily Housing, Parking",Multifamily Housing,27498.0,90.0,47.63673,-122.27813,4.74,680062.5
5866,Multifamily LR (1-4),Low-Rise Multifamily,"Lake Court Apartments, LLC",3,east,1922,5.0,2.0,0,46613,Multifamily Housing,Multifamily Housing,34642.0,34.0,47.63755,-122.27654,59.86,2148565.0
5867,Multifamily LR (1-4),Low-Rise Multifamily,Alki Shore Apartments,1,southwest,1962,1.0,3.0,0,22982,"Multifamily Housing, Restaurant",Multifamily Housing,17164.0,,47.57897,-122.41037,4.24,607579.6875
5868,Multifamily LR (1-4),Low-Rise Multifamily,Ripple Rock,1,southwest,1958,1.0,3.0,0,25016,Multifamily Housing,Multifamily Housing,25016.0,86.0,47.57845,-122.41036000000001,3.88,557082.1875
5869,Multifamily LR (1-4),Low-Rise Multifamily,Beach Landing,1,southwest,1989,1.0,3.0,0,26896,Multifamily Housing,Multifamily Housing,26896.0,69.0,47.577529999999996,-122.41031000000001,4.5,645055.5
5870,NonResidential,Mixed Use Property,2201 / Enso Condominiums - SEDO,7,downtown,2009,1.0,19.0,201857,1004813,"Multifamily Housing, Office, Parking, Restaurant",Office,319361.0,87.0,47.618109999999994,-122.33908000000001,393.29,27684480.0
5871,Multifamily LR (1-4),Low-Rise Multifamily,Twin Gables,3,east,1929,1.0,3.0,0,22234,Multifamily Housing,Multifamily Housing,16753.0,,47.623540000000006,-122.3118,51.26,1117658.75
5872,Multifamily MR (5-9),Mid-Rise Multifamily,200 West Highland,7,magnolia / queen anne,2009,1.0,5.0,0,62190,"Multifamily Housing, Parking",Multifamily Housing,57311.0,32.0,47.62985,-122.35963000000001,63.23,2520310.0
5873,Multifamily LR (1-4),Low-Rise Multifamily,202 West Olympic,7,magnolia / queen anne,1979,1.0,4.0,0,26472,Multifamily Housing,Multifamily Housing,26472.0,61.0,47.62689,-122.35981000000001,3.78,541950.875
5874,Multifamily MR (5-9),Mid-Rise Multifamily,Roy St Apts,7,magnolia / queen anne,1993,0.0,5.0,0,92342,"Multifamily Housing, Parking",Multifamily Housing,92342.0,25.0,47.62576,-122.35183,88.0,4155007.75
5875,NonResidential,Worship Facility,IGLESIA NI CRISTO,2,southeast,1968,1.0,1.0,0,24200,"Parking, Worship Facility",Worship Facility,24200.0,73.0,47.53857,-122.28026000000001,22.38,826488.6875
5876,Multifamily MR (5-9),Mid-Rise Multifamily,Boylston Howell,3,east,1998,1.0,5.0,0,33274,"Multifamily Housing, Parking",Multifamily Housing,27180.0,96.0,47.61735,-122.3231,28.04,1113457.75
5877,Multifamily LR (1-4),Low-Rise Multifamily,Boylston Court,3,east,1948,1.0,2.0,0,31457,"Multifamily Housing, Parking",Multifamily Housing,21073.0,81.0,47.6169,-122.32262,54.02,1241410.5
5878,Multifamily LR (1-4),Low-Rise Multifamily,Porter Apartments,3,east,1917,1.0,4.0,0,26246,Multifamily Housing,Multifamily Housing,26246.0,60.0,47.61619,-122.32309,89.49,1893293.125
5879,Multifamily LR (1-4),Low-Rise Multifamily,DEXTER HOUSE APT,7,magnolia / queen anne,1961,1.0,4.0,0,32615,"Multifamily Housing, Parking",Multifamily Housing,29353.0,92.0,47.63701,-122.34218,3.82,548201.5
5880,NonResidential,Residence Hall,Aloha Inn,7,magnolia / queen anne,1981,1.0,4.0,2211,21302,"Office, Parking, Residence Hall/Dormitory, Restaurant, Social/Meeting Hall",Residence Hall/Dormitory,15200.0,,47.636509999999994,-122.34418000000001,49.79,1740568.25
5881,Multifamily MR (5-9),Mid-Rise Multifamily,Westmont Condominium,1,southwest,2002,1.0,6.0,0,25800,"Multifamily Housing, Parking",Multifamily Housing,25800.0,90.0,47.564859999999996,-122.37284,4.31,618670.875
5882,Multifamily MR (5-9),Mid-Rise Multifamily,Westview at Greenwood Condominium,5,northwest,1998,1.0,5.0,0,82514,Multifamily Housing,Multifamily Housing,82514.0,85.0,47.69395,-122.3549,42.93,2105912.75
5883,Multifamily LR (1-4),Low-Rise Multifamily,Westview Manor,7,magnolia / queen anne,1977,1.0,3.0,0,22202,Multifamily Housing,Multifamily Housing,22202.0,80.0,47.64353,-122.37438,3.63,521341.9063
5884,Multifamily LR (1-4),Low-Rise Multifamily,West Water,1,southwest,1989,1.0,4.0,0,71280,Multifamily Housing,Multifamily Housing,48756.0,54.0,47.54095,-122.38678,11.54,1656025.625
5885,Multifamily LR (1-4),Low-Rise Multifamily,Westwood Plaza Condominiums,1,delridge,1981,1.0,3.0,0,35122,Multifamily Housing,,,43.0,47.52451,-122.36424,6.53,936584.375
5886,Multifamily LR (1-4),Low-Rise Multifamily,Cambridge Manor Apartments,1,delridge,1966,1.0,3.0,0,24259,"Multifamily Housing, Office",Multifamily Housing,22348.0,,47.51897,-122.35561000000001,3.81,547084.375
5887,NonResidential,Self-Storage Facility,Stor-More Self Storage,1,delridge,1994,1.0,3.0,0,66610,Self-Storage Facility,Self-Storage Facility,66720.0,,47.56785,-122.37038999999999,18.81,640377.0
5888,NonResidential,Other,Cascade Designs Inc. Chamonix S,2,greater duwamish,1950,1.0,1.0,0,36000,"Office, Other",Other,34000.0,,47.56774,-122.33288999999999,58.79,3646053.75
5889,Multifamily LR (1-4),Low-Rise Multifamily,Los Angeles Apartments,3,east,1917,1.0,3.0,0,22160,Multifamily Housing,Multifamily Housing,22160.0,93.0,47.62016,-122.32513999999999,18.73,659710.6875
5890,Multifamily LR (1-4),Low-Rise Multifamily,Sealth Vista,3,east,1923,1.0,3.0,0,24650,Multifamily Housing,Multifamily Housing,24650.0,89.0,47.61983,-122.32433999999999,29.22,969682.8125
5891,Multifamily LR (1-4),Low-Rise Multifamily,St. Florence,3,east,1914,1.0,3.0,0,30040,Multifamily Housing,Multifamily Housing,30040.0,89.0,47.6186,-122.32513999999999,60.08,1400962.25
5892,Multifamily LR (1-4),Low-Rise Multifamily,Castellan,3,east,1990,1.0,3.0,0,36885,"Multifamily Housing, Parking",Multifamily Housing,27447.0,92.0,47.62175,-122.32376000000001,5.45,782483.125
5893,Multifamily MR (5-9),Mid-Rise Multifamily,Belmont Court Apartments,3,east,2000,1.0,5.0,0,49649,"Multifamily Housing, Parking",Multifamily Housing,32753.0,96.0,47.62276,-122.32378,5.74,823346.0
5894,Multifamily LR (1-4),Low-Rise Multifamily,Olive Terrace Apartments,3,east,1955,1.0,3.0,0,28094,Multifamily Housing,Multifamily Housing,28094.0,63.0,47.618,-122.32558,6.45,924963.875
5895,Multifamily LR (1-4),Low-Rise Multifamily,Winchester Apartments,3,east,1927,1.0,4.0,0,22795,Multifamily Housing,Multifamily Housing,22795.0,92.0,47.61827,-122.32359,48.16,1083467.125
5896,Multifamily MR (5-9),Mid-Rise Multifamily,Stack House Apts - West Bldg,7,lake union,2013,1.0,7.0,0,289076,"Multifamily Housing, Parking",Multifamily Housing,197688.0,98.0,47.62245,-122.33146,35.36,4545148.0
5897,Multifamily LR (1-4),Low-Rise Multifamily,Olympic View Apartments,5,northwest,1987,1.0,3.0,0,32962,"Multifamily Housing, Parking",Multifamily Housing,26941.0,83.0,47.71539,-122.35508999999999,5.0,717197.8125
5898,Multifamily LR (1-4),Low-Rise Multifamily,Greenwood Gardens Apartments,5,northwest,1969,1.0,3.0,0,21996,"Multifamily Housing, Parking",Multifamily Housing,18364.0,,47.71298,-122.35517,4.09,586827.5
5899,NonResidential,K-12 School,Christ the King Middle School,5,northwest,1938,1.0,2.0,0,23222,K-12 School,K-12 School,15006.0,62.0,47.71387,-122.3535,55.06,1219863.125
5900,Multifamily LR (1-4),Low-Rise Multifamily,The Daniels Apts,5,northwest,1995,1.0,3.0,0,63590,"Multifamily Housing, Parking",Multifamily Housing,49133.0,70.0,47.719190000000005,-122.35508,8.82,1265657.25
